"Emotion","Exp_ID","IMDFblankISI_jitter","NT_ID","Object","Scene","Set_ID","TBF_ID","TBR_ID","TNTfixation_jitter","T_ID","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color","color_backend","compensation","condition","coordinates","correct","correct_TNT_fMRI_instruct","correct_TNT_fMRI_intrusionrating_response","correct_refresher_instruct","correct_standby","count_BREAK","count_CHANGELOG","count_IMDF_fMRI_NULL","count_IMDF_fMRI_blankISI","count_IMDF_fMRI_blockloop","count_IMDF_fMRI_blockloop_practice","count_IMDF_fMRI_fixation","count_IMDF_fMRI_instruct","count_IMDF_fMRI_jitterblankISIscript","count_IMDF_fMRI_scene","count_IMDF_fMRI_sceneobject","count_IMDF_fMRI_trialsequence","count_IMDF_fMRI_trialsequence_practice","count_IMDF_instruct","count_IMDF_practice_instruct","count_Questions_for_CVS","count_TNTF_fMRI","count_TNTF_fMRI_blocksequence","count_TNTF_fMRI_jitteredfixationscript","count_TNT_fMRI_NULL","count_TNT_fMRI_blockloop","count_TNT_fMRI_cue","count_TNT_fMRI_instruct","count_TNT_fMRI_intrusionrating","count_TNT_fMRI_intrusionrating_response","count_TNT_fMRI_jitteredfixation","count_TNT_fMRI_trialsequence","count_add_timeremaining","count_blank_before_t_presses","count_calculate_time_remaining","count_define_constants","count_determine_end_run","count_determine_instruction","count_experiment","count_fixation","count_logger","count_new_logger","count_pair","count_pulse","count_refresher_block_loop","count_refresher_instruct","count_refresher_trial_sequence","count_scaling_factors","count_standby","count_todo_new","count_wait","count_wait_pulse","datetime","description","disable_garbage_collection","empty_column","end_x_fixationline","end_y_fixationline","exp_ID","experiment_file","experiment_path","filler","filler_type","fixationdimension","fixationwidth","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction_msg","keyboard_backend","live_row","live_row_TNTF_fMRI","live_row_TNT_fMRI_blockloop","logfile","main_run","mouse_backend","neg_ID","neu_ID","null_ID","opensesame_codename","opensesame_version","order","pair_ID","pp_ID","psychopy_screen","psychopy_waitblanking","remember_condition","repeat_cycle","repetition","response","response_BREAK","response_IMDF_instruct","response_IMDF_practice_instruct","response_TNT_fMRI_instruct","response_TNT_fMRI_intrusionrating_response","response_refresher_instruct","response_standby","response_time","response_time_BREAK","response_time_IMDF_instruct","response_time_IMDF_practice_instruct","response_time_TNT_fMRI_instruct","response_time_TNT_fMRI_intrusionrating_response","response_time_refresher_instruct","response_time_standby","round_decimals","run_ended","sampler_backend","scale_object_IMDF","scale_object_cue","scale_object_refesher","scale_scene_IMDF","scale_scene_refresher","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","start_x_fixationline","start_y_fixationline","subject_nr","subject_parity","think_condition","time_BREAK","time_CHANGELOG","time_IMDF_fMRI_NULL","time_IMDF_fMRI_blankISI","time_IMDF_fMRI_blockloop","time_IMDF_fMRI_blockloop_practice","time_IMDF_fMRI_fixation","time_IMDF_fMRI_instruct","time_IMDF_fMRI_jitterblankISIscript","time_IMDF_fMRI_scene","time_IMDF_fMRI_sceneobject","time_IMDF_fMRI_trialsequence","time_IMDF_fMRI_trialsequence_practice","time_IMDF_instruct","time_IMDF_practice_instruct","time_Questions_for_CVS","time_TNTF_fMRI","time_TNTF_fMRI_blocksequence","time_TNTF_fMRI_jitteredfixationscript","time_TNT_fMRI_NULL","time_TNT_fMRI_blockloop","time_TNT_fMRI_cue","time_TNT_fMRI_instruct","time_TNT_fMRI_intrusionrating","time_TNT_fMRI_intrusionrating_response","time_TNT_fMRI_jitteredfixation","time_TNT_fMRI_trialsequence","time_add_timeremaining","time_blank_before_t_presses","time_calculate_time_remaining","time_define_constants","time_determine_end_run","time_determine_instruction","time_experiment","time_fixation","time_logger","time_new_logger","time_pair","time_pulse","time_refresher_block_loop","time_refresher_instruct","time_refresher_trial_sequence","time_scaling_factors","time_standby","time_todo_new","time_wait","time_wait_pulse","timeout_keypress","timeremaining","title","total_correct","total_response_time","total_responses","trial_count","uniform_coordinates","width"
"neu","TNT_scanner","NA","31","negativefilm.jpg","neutral_192.jpg","1","NA","NA","1400","9999","undefined","undefined","3000.0176199973794","3000.0176199973794","black","yes","psycho","psycho","red","psycho","0","NT_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","10","1","0","8","0","10","10","10","10","1","NA","10","0","10","NA","0","0","10","NA","NA","13","0","0","NA","0","15","0","1","13","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","10","0","10","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","31","9999","6","Lentiform Loewenfeld","3.3.9b1","NA","6","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.0176199973794","NA","NA","NA","455.0347249896731","3000.0176199973794","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","96193.14564300294","74572.08310600254","12946.29786600126","97681.61904199223","10599.490644002799","100701.94150799944","100702.2634419991","96211.47239799029","96193.07062900043","77601.30297399883","NA","103702.41544800228","7071.771942995838","103702.4880789977","NA","1384.248722999473","7071.747333990061","103702.50469500024","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.017619997379370034","TNT_IMDF_fMRI","0","3000.0176199973794","1","11","yes","1024"
"neu","TNT_scanner","NA","9999","pylon.jpg","neutral_065.jpg","1","NA","NA","1400","26","undefined","undefined","3000.023690998205","3000.023690998205","black","yes","psycho","psycho","green","psycho","0","T_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","11","1","0","9","0","11","11","11","11","1","NA","11","0","11","NA","0","0","11","NA","NA","14","0","0","NA","0","16","0","1","14","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","11","0","11","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","50","9999","49","Lentiform Loewenfeld","3.3.9b1","NA","25","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.023690998205","NA","NA","NA","455.0347249896731","3000.023690998205","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","103858.135692004","74572.08310600254","12946.29786600126","105337.73115499935","10599.490644002799","108360.54424699978","108360.91693899652","103876.54957399354","103858.06400199363","77601.30297399883","NA","111361.07870600244","7071.771942995838","111361.14341199573","NA","1384.248722999473","7071.747333990061","111361.16087400296","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.02369099820498377","TNT_IMDF_fMRI","0","3000.023690998205","1","12","yes","1024"
"neg","TNT_scanner","NA","9999","stapler03a.jpg","People_001_hsadterror.jpg","1","NA","NA","1800","54","undefined","undefined","3000.03663401003","3000.03663401003","black","yes","psycho","psycho","red","psycho","0","NT_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","12","1","0","10","0","12","12","12","12","1","NA","12","0","12","NA","0","0","12","NA","NA","15","0","0","NA","0","17","0","1","15","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","12","0","12","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","54","77","Lentiform Loewenfeld","3.3.9b1","NA","41","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.03663401003","NA","NA","NA","455.0347249896731","3000.03663401003","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","111519.09316299134","74572.08310600254","12946.29786600126","113413.15613899496","10599.490644002799","116445.60635299422","116446.05468199006","111537.3084229941","111519.02284599782","77601.30297399883","NA","119446.23733698973","7071.771942995838","119446.3037569949","NA","1384.248722999473","7071.747333990061","119446.32136900327","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.0366340100299567","TNT_IMDF_fMRI","0","3000.03663401003","1","13","yes","1024"
"None","TNT_scanner","NA","","","","1","NA","NA","1800","","undefined","undefined","3000.03663401003","3000.03663401003","black","yes","psycho","psycho","None","psycho","0","NULL","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","13","2","0","10","0","13","13","13","13","2","NA","13","0","13","NA","0","0","13","NA","NA","16","0","0","NA","0","18","0","1","16","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","13","0","13","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","","","9999","Lentiform Loewenfeld","3.3.9b1","NA","","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","0","NA","NA","NA","455.0347249896731","3000.03663401003","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","119687.96292800107","121530.74649100017","12946.29786600126","113413.15613899496","10599.490644002799","116445.60635299422","116446.05468199006","119706.42545699957","119687.8942369949","124555.18199499056","NA","124534.38602399547","7071.771942995838","127558.83690599876","NA","1384.248722999473","7071.747333990061","127558.86670399923","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","3000","TNT_IMDF_fMRI","0","3000.03663401003","1","14","yes","1024"
"neu","TNT_scanner","NA","9999","shirt01.jpg","neutral_007.jpg","1","NA","NA","2000","28","undefined","undefined","3000.021996005671","3000.021996005671","black","yes","psycho","psycho","green","psycho","0","T_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","14","2","0","11","0","14","14","14","14","2","NA","14","0","14","NA","0","0","14","NA","NA","17","0","0","NA","0","19","0","1","17","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","14","0","14","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","52","9999","51","Lentiform Loewenfeld","3.3.9b1","NA","27","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.021996005671","NA","NA","NA","455.0347249896731","3000.021996005671","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","127725.80836199631","121530.74649100017","12946.29786600126","129819.15274399216","10599.490644002799","132842.44277499965","132842.7662539907","127744.07254299149","127725.73339399241","124555.18199499056","NA","135842.9073820007","7071.771942995838","135842.9686259915","NA","1384.248722999473","7071.747333990061","135842.9850179964","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.02199600567109883","TNT_IMDF_fMRI","0","3000.021996005671","1","15","yes","1024"
"neu","TNT_scanner","NA","30","radio02.jpg","neutral_331.jpg","1","NA","NA","2600","9999","undefined","undefined","3000.0264679983957","3000.0264679983957","black","yes","psycho","psycho","green","psycho","0","T_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","15","2","0","12","0","15","15","15","15","2","NA","15","0","15","NA","0","0","15","NA","NA","18","0","0","NA","0","20","0","1","18","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","15","0","15","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","30","9999","5","Lentiform Loewenfeld","3.3.9b1","NA","5","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.0264679983957","NA","NA","NA","455.0347249896731","3000.0264679983957","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","135995.11702499876","121530.74649100017","12946.29786600126","138685.64348699874","10599.490644002799","141708.6643310031","141709.11474899913","136012.66147299611","135995.04564898962","124555.18199499056","NA","144709.2940470029","7071.771942995838","144709.36176899704","NA","1384.248722999473","7071.747333990061","144709.3791119987","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.02646799839567393","TNT_IMDF_fMRI","0","3000.0264679983957","1","16","yes","1024"
"neg","TNT_scanner","NA","56","makeupbrush04.jpg","People_127_fearh.jpg","1","NA","NA","1400","9999","undefined","undefined","3000.0233739992836","3000.0233739992836","black","yes","psycho","psycho","red","psycho","0","NT_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","16","2","0","13","0","16","16","16","16","2","NA","16","0","16","NA","0","0","16","NA","NA","19","0","0","NA","0","21","0","1","19","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","16","0","16","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","32","31","Lentiform Loewenfeld","3.3.9b1","NA","19","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.0233739992836","NA","NA","NA","455.0347249896731","3000.0233739992836","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","144868.93209999835","121530.74649100017","12946.29786600126","146348.69328700006","10599.490644002799","149370.02555999788","149370.34861699794","144887.03500099655","144868.8464739971","124555.18199499056","NA","152370.52179599414","7071.771942995838","152370.58858499222","NA","1384.248722999473","7071.747333990061","152370.6065019942","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.023373999283649027","TNT_IMDF_fMRI","0","3000.0233739992836","1","17","yes","1024"
"neu","TNT_scanner","NA","26","hat03b.jpg","neutral_017.jpg","2","NA","NA","2200","9999","undefined","undefined","3000.0271430035355","3000.0271430035355","black","yes","psycho","psycho","red","psycho","0","NT_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","17","2","0","14","0","17","17","17","17","2","NA","17","0","17","NA","0","0","17","NA","NA","20","0","0","NA","0","22","0","1","20","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","17","0","17","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","26","9999","1","Lentiform Loewenfeld","3.3.9b1","NA","1","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.0271430035355","NA","NA","NA","455.0347249896731","3000.0271430035355","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","152520.5305749987","121530.74649100017","12946.29786600126","154814.2477999936","10599.490644002799","157837.12801100046","157837.5910879986","152541.92044699448","152520.45956299116","124555.18199499056","NA","160837.7715779934","7071.771942995838","160837.840630993","NA","1384.248722999473","7071.747333990061","160837.85773099225","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.027143003535456955","TNT_IMDF_fMRI","0","3000.0271430035355","1","18","yes","1024"
"None","TNT_scanner","NA","","","","2","NA","NA","2200","","undefined","undefined","3000.0271430035355","3000.0271430035355","black","yes","psycho","psycho","None","psycho","0","NULL","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","18","3","0","14","0","18","18","18","18","3","NA","18","0","18","NA","0","0","18","NA","NA","21","0","0","NA","0","23","0","1","21","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","18","0","18","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","","","9999","Lentiform Loewenfeld","3.3.9b1","NA","","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","0","NA","NA","NA","455.0347249896731","3000.0271430035355","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","160997.3129729915","163240.5862769956","12946.29786600126","154814.2477999936","10599.490644002799","157837.12801100046","157837.5910879986","161015.61633699748","160997.24265398982","166263.9217949909","NA","166242.50466999365","7071.771942995838","169272.2674839897","NA","1384.248722999473","7071.747333990061","169272.2958450031","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","3000","TNT_IMDF_fMRI","0","3000.0271430035355","1","19","yes","1024"
"neg","TNT_scanner","NA","50","thimble.jpg","Objects_021_vdisgust.jpg","2","NA","NA","1800","9999","undefined","undefined","3000.024739012588","3000.024739012588","black","yes","psycho","psycho","green","psycho","0","T_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","19","3","0","15","0","19","19","19","19","3","NA","19","0","19","NA","0","0","19","NA","NA","22","0","0","NA","0","24","0","1","22","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","19","0","19","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","26","25","Lentiform Loewenfeld","3.3.9b1","NA","13","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.024739012588","NA","NA","NA","455.0347249896731","3000.024739012588","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","169443.74328399135","163240.5862769956","12946.29786600126","171374.88451799436","10599.490644002799","174397.769549003","174398.1229459896","169462.40970600047","169443.66906100186","166263.9217949909","NA","177398.30084399728","7071.771942995838","177398.3665709966","NA","1384.248722999473","7071.747333990061","177398.3837429987","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.024739012587815523","TNT_IMDF_fMRI","0","3000.024739012588","1","20","yes","1024"
